V4_0,mmm-yy,time,uk-only,geography,cpih1dim1aggid,aggregate
74.3,Month,Apr-06,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
116.6,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
79.6,Month,Apr-06,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
81.6,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
80.1,Month,Apr-06,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
71.5,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
85.9,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
76.9,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
87.9,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
75.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
78.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
97,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
83.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1A0,Overall Index
75.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
47.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
77.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
78.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
84.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
91,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
82.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
114.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
81.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
113.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
65,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
80.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
89.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
111.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
94.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
76.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
80.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
83.5,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
58.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
79.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
66.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
89.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
85.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
75.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
90.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
66.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
53.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
89.5,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
56.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
84,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
201.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
98.5,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
99.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
79.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
75.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
47.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
87,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
69.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
75.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
68.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
82.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
80.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
77.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
76.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
76.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
74.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
80.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
68.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
73.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
83.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
93.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
84.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
80.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
96.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
71.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
103.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
78.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
60.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
77.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
83.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
75.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
52.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
111.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
76.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
58.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
100.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
93.5,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
80.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
89.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
114.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
80.5,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
115.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
80.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
81.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
74.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
62.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
94.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
73.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
84.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
91.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
94.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
84.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
77.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
80,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
67.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
62.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
89.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
89.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
85.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
75.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
82.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
66.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
81.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
81.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
88.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
88.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
84.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
80.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
86.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
68.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
119.5,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
82.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
77.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
76,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
84.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
51.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
53.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
65.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
87,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
198.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
277.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
574.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
121.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
87.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
111.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
98.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
90.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
77,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
80.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
81.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
77.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
76.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
73.7,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
69.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
79.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
75.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
47.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T100000,10 Education
78.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
67.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
84.1,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
83.4,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
96.2,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
79.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
79.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T60000,06 Health
84.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
81.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
67.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
53.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
81.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
86.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
81.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
110.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
84.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
92.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
72.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
87.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
87.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
92.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
70.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
113.3,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
97.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
85.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
89.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
77.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
59.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
89.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
84.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
85.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1A0,Overall Index
174.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
86.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
81.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
92,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
79.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
79.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
79.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
111.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
53.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
85.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
85.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
61,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
105.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
79.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
74,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
82.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
84.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
77.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
81.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
74.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
75.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
93.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
86.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
97.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
76.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
86.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
79.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
80.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
93.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
61,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
91.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
109.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
97.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
57.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
92.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
111.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
98.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
77.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
85.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
77.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
95.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
81.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
79.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
73.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
83.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
82.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
143.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
92.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
106.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
68.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
73.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
83.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
86.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
85.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
83.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
98.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
80.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
80.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
76.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
86.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
80.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
82.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
64.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
89.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
86.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
53.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
83.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
94.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
95.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
78.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
110.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
70.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
113.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
89.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
84.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
98.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
87.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
81.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
79.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
79.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
86.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
54.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
64.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
57.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
71.4,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
169.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
92.6,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
109.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
66.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
98.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
93.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
79.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
413.8,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
88.5,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
208.2,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
90,Month,Apr-08,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
84.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
78.9,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
90.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
77.7,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
84.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
